log start...
10:35:06.563..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:07.111..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:07.657..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:08.205..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:08.756..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:09.305..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:09.853..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:10.400..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:10.942..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:11.486..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:12.030..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:12.574..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:13.116..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:13.653..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:14.194..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:14.735..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:15.282..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:15.826..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:16.373..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:16.919..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:17.464..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:18.014..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:18.561..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:19.102..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:19.645..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:20.188..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:20.731..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:21.279..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:21.829..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:22.383..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:22.936..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:23.480..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:24.023..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:24.566..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:25.107..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:25.646..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:26.188..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:26.733..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:27.279..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:27.822..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:28.366..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:28.912..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:29.460..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:30.012..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:30.562..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:31.110..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:31.656..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:32.203..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:32.751..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:33.301..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:33.848..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:34.397..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:34.941..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:35.489..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:36.033..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:36.569..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:37.108..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:37.652..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:38.196..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:38.737..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:39.283..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:39.840..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:40.392..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:40.942..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:41.490..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:42.030..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:42.575..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:43.126..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:43.672..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:44.216..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:44.760..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:45.305..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:45.856..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:46.403..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:46.949..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:47.487..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:48.025..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:48.562..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:49.103..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:49.655..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:50.203..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:50.750..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:51.301..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:51.840..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:52.384..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:52.929..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:53.488..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:54.042..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:54.580..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:55.118..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:55.661..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:56.207..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:56.760..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:57.313..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:57.866..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:58.413..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:58.954..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:35:59.497..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:00.038..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:00.583..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:01.135..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:01.685..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:02.234..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:02.779..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:03.324..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:03.871..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:04.422..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:04.972..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:05.515..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:06.056..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:06.607..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:07.158..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:07.707..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:08.255..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:08.803..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:09.351..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:09.897..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:10.444..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:10.991..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:11.538..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:12.081..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:12.634..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:13.184..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:13.733..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:14.286..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:14.835..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:15.382..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:15.918..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:16.457..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:16.998..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:17.537..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:18.077..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:18.619..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:19.158..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:19.696..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:20.237..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:20.773..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:21.314..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:21.862..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:22.411..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:22.959..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:23.505..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:24.046..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:24.588..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:25.122..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:25.666..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:26.212..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:26.757..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:27.302..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:27.840..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:28.376..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:28.924..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:29.468..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:30.010..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:30.552..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:31.100..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:31.637..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:32.173..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:32.714..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:33.263..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:33.811..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:34.353..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:34.890..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:35.429..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:35.972..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:36.511..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:37.058..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:37.607..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:38.154..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:38.699..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:39.242..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:39.790..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:40.337..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:40.887..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:41.439..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:41.991..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:42.544..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:43.087..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:43.635..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:44.183..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:44.744..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:45.299..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:45.847..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:46.384..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:46.922..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:47.463..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:48.009..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:48.554..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:49.099..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:49.646..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:50.187..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:50.735..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:51.287..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:51.840..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:52.394..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:52.939..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:53.482..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:54.025..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:54.562..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:55.108..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:55.654..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:56.212..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:56.760..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:57.308..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:57.855..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:58.395..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:58.934..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:36:59.474..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:00.026..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:00.573..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:01.124..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:01.662..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:02.202..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:02.746..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:03.289..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:03.836..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:04.374..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:04.911..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:05.449..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:05.989..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:06.534..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:07.075..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:07.619..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:08.167..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:08.716..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:09.262..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:09.811..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:10.356..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:10.902..[local]..get hq running..cli_thread_getlastPrice-p-25800
10:37:11.451..[local]..get hq running..cli_thread_getlastPrice-p-25800
