11:25:23	85100
11:25:24	85200
11:25:25	85200
11:25:26	85200
11:25:27	85200
11:25:28	85200
11:25:29	85200
11:25:30	85200
11:25:31	85200
11:25:32	85200
11:25:33	85200
11:25:34	85200
11:25:35	85200
11:25:36	85200
11:25:37	85200
11:25:38	85200
11:25:39	85200
11:25:40	85200
11:25:41	85200
11:25:42	85200
11:25:43	85200
11:25:44	85200
11:25:45	85200
11:25:46	85200
11:25:47	85200
11:25:48	85200
11:25:49	85200
11:25:50	85200
11:25:51	85200
11:25:52	85300
11:25:53	85300
11:25:54	85300
11:25:55	85300
11:25:56	85300
11:25:57	85300
11:25:58	85300
11:25:59	85300
11:26:00	85300
11:26:01	85300
11:26:02	85300
11:26:03	85300
11:26:04	85300
11:26:05	85300
11:26:06	85300
11:26:07	85300
11:26:08	85300
11:26:09	85300
11:26:10	85300
11:26:11	85300
11:26:12	85300
11:26:13	85300
11:26:14	85300
11:26:15	85300
11:26:16	85300
11:26:17	85300
11:26:18	85300
11:26:19	85300
11:26:20	85300
11:26:20	85400
11:26:21	85400
11:26:22	85400
11:26:23	85400
11:26:24	85400
11:26:25	85400
11:26:26	85400
11:26:27	85400
11:26:28	85400
11:26:29	85400
11:26:30	85400
11:26:31	85400
11:26:32	85400
11:26:33	85400
11:26:34	85400
11:26:35	85400
11:26:36	85400
11:26:37	85400
11:26:38	85400
11:26:39	85400
11:26:40	85400
11:26:41	85400
11:26:42	85400
11:26:43	85400
11:26:44	85400
11:26:45	85400
11:26:46	85400
11:26:47	85400
11:26:48	85400
11:26:49	85400
11:26:50	85400
11:26:51	85400
11:26:52	85400
11:26:53	85400
11:26:54	85400
11:26:55	85400
11:26:56	85400
11:26:57	85400
11:26:58	85400
11:26:59	85400
11:27:00	85400
11:27:01	85400
11:27:02	85400
11:27:03	85400
11:27:04	85400
11:27:05	85400
11:27:06	85400
11:27:07	85400
11:27:08	85400
11:27:09	85400
11:27:10	85400
11:27:11	85400
11:27:12	85400
11:27:13	85400
11:27:14	85400
11:27:15	85400
11:27:16	85400
11:27:17	85400
11:27:18	85400
11:27:19	85400
11:27:20	85400
11:27:21	85400
11:27:22	85400
11:27:23	85400
11:27:24	85400
11:27:25	85400
11:27:26	85400
11:27:27	85400
11:27:28	85400
11:27:29	85400
11:27:30	85400
11:27:31	85400
11:27:32	85400
11:27:33	85400
11:27:34	85400
11:27:35	85400
11:27:36	85400
11:27:37	85400
11:27:38	85400
11:27:39	85400
11:27:40	85400
11:27:41	85400
11:27:42	85400
11:27:43	85400
11:27:44	85400
11:27:45	85400
11:27:46	85400
11:27:47	85400
11:27:48	85400
11:27:49	85400
11:27:50	85400
11:27:51	85400
11:27:52	85400
11:27:53	85400
11:27:54	85400
11:27:55	85400
11:27:56	85400
11:27:57	85400
11:27:58	85400
11:27:59	85400
11:28:00	85400
11:28:01	85400
11:28:02	85400
11:28:03	85400
11:28:04	85400
11:28:05	85400
11:28:06	85400
11:28:07	85400
11:28:08	85400
11:28:09	85400
11:28:10	85400
11:28:11	85400
11:28:12	85400
11:28:13	85400
11:28:14	85400
11:28:15	85400
11:28:16	85400
11:28:17	85400
11:28:18	85400
11:28:19	85400
11:28:20	85400
11:28:21	85400
11:28:22	85400
11:28:23	85400
11:28:24	85400
11:28:25	85400
11:28:26	85400
11:28:27	85400
11:28:28	85400
11:28:29	85400
11:28:30	85500
11:28:31	85500
11:28:32	85500
11:28:33	85500
11:28:34	85500
11:28:35	85500
11:28:36	85500
11:28:37	85500
11:28:38	85600
11:28:39	85600
11:28:40	85600
11:28:41	85600
11:28:42	85600
11:28:43	85600
11:28:44	85600
11:28:45	85600
11:28:46	85600
11:28:47	85600
11:28:48	85700
11:28:49	85700
11:28:50	85700
11:28:51	85700
11:28:52	85700
11:28:53	85700
11:28:54	85700
11:28:55	85700
11:28:56	85700
11:28:57	85700
11:28:58	85700
11:28:59	85700
11:29:00	85700
11:29:01	85700
11:29:02	85700
11:29:03	85700
11:29:04	85700
11:29:05	85700
11:29:06	85700
11:29:07	85700
11:29:08	85700
11:29:09	85700
11:29:10	85700
11:29:11	85700
11:29:12	85700
11:29:13	85700
11:29:14	85700
11:29:15	85700
11:29:16	85800
11:29:17	85800
11:29:18	85900
11:29:19	85900
11:29:20	86000
11:29:21	86000
11:29:22	86000
11:29:23	86000
11:29:24	86000
11:29:25	86000
11:29:26	86000
11:29:27	86000
11:29:28	86000
11:29:29	86000
11:29:30	86000
11:29:31	86000
11:29:32	86000
11:29:33	86000
11:29:34	86000
11:29:35	86000
11:29:36	86000
11:29:37	86000
11:29:38	86000
11:29:39	86000
11:29:40	86000
11:29:41	86000
11:29:42	86100
11:29:43	86100
11:29:44	86100
11:29:44	86200
11:29:45	86300
11:29:46	86300
11:29:47	86400
11:29:48	86400
11:29:48	86500
11:29:49	86500
11:29:50	86500
11:29:51	86600
11:29:52	86600
11:29:53	86600
11:29:54	86600
11:29:55	86700
11:29:56	86800
11:29:57	86900
11:29:58	86900
11:29:59	87000
11:29:59	87100
11:30:00	87200
